|name      |ra           |dec          |spect_type  |vmag |
|HIP 1493  |00 18 38.2177|+31 31 02.042|A0IV        | 5.88|
|HIP 3093  |00 39 22.0947|+21 15 04.946|K0V         | 5.88|
|HIP 2475  |00 31 25.6050|+33 34 54.054|K1III...    | 5.88|
|HIP 90915 |18 32 46.1469|+23 37 00.395|K5III       | 5.88|
|HIP 111259|22 32 26.3745|+39 46 47.118|A6V         | 5.88|
|HIP 107232|21 43 04.4003|-14 23 59.132|A9/F0V      | 5.88|
|HIP 11670 |02 30 32.3141|+25 14 06.769|F6IV        | 5.88|
|HIP 21323 |04 34 37.9921|+28 57 40.333|B9p...      | 5.88|
|HIP 73493 |15 01 13.0739|-38 03 29.933|K2/K3III    | 5.88|
|HIP 7601  |01 37 54.9801|-82 58 31.040|G2V         | 5.88|
|HIP 94630 |19 15 24.8359|+30 31 35.203|M0III       | 5.88|
|HIP 29852 |06 17 09.5725|-37 15 12.394|A2V         | 5.88|
|HIP 98609 |20 01 44.7067|+24 48 01.531|B4V         | 5.88|
|HIP 71353 |14 35 31.4979|-41 31 02.569|B6V         | 5.88|
|HIP 65550 |13 26 16.5769|+46 01 41.173|K0III:      | 5.88|
|HIP 87460 |17 52 13.6591|-34 47 57.061|B6Ib        | 5.88|
|HIP 41935 |08 32 55.0557|+38 01 00.432|K2III       | 5.88|
|HIP 109972|22 16 26.5126|+57 13 12.812|G8III       | 5.88|
|HIP 55086 |11 16 41.9261|+49 28 34.597|K0III:      | 5.88|
|HIP 30545 |06 25 16.4069|-00 56 43.270|F8V         | 5.88|
|HIP 32226 |06 43 38.6459|+03 55 57.125|B0III       | 5.88|
|HIP 74901 |15 18 26.1329|-00 27 40.454|K5III       | 5.88|
|HIP 104171|21 06 23.3927|+71 25 55.485|F3IV        | 5.88|
|HIP 67194 |13 46 13.6335|+41 05 19.856|A5V         | 5.88|
|HIP 94013 |19 08 25.8846|+52 25 33.111|K1IV        | 5.88|
|HIP 14086 |03 01 37.4503|-28 05 25.736|G8/K0V      | 5.88|
|HIP 114366|23 09 44.6180|-28 05 18.874|K2III       | 5.88|
|HIP 111394|22 34 02.8889|-01 34 27.045|G6III       | 5.88|
|HIP 24203 |05 11 45.3504|+01 02 13.397|F5          | 5.88|
|HIP 62402 |12 47 18.9254|+62 46 52.099|A9V         | 5.88|
|HIP 31946 |06 40 32.2439|+71 44 55.536|K0III       | 5.88|
|HIP 11348 |02 26 00.3760|-15 20 28.015|Ap SrCrEu   | 5.88|
|HIP 29679 |06 15 08.4011|-20 16 20.137|K2III       | 5.88|
|HIP 41074 |08 22 49.9396|-26 20 53.645|F2Iab       | 5.88|
|HIP 40305 |08 13 50.1985|+56 27 08.346|G9III       | 5.88|
|HIP 38267 |07 50 23.8846|-50 30 33.713|K2III       | 5.89|
|HIP 18735 |04 00 48.6859|+18 11 38.647|F4V...      | 5.89|
|HIP 11033 |02 22 04.9772|-17 39 43.301|K2III       | 5.89|
|HIP 42008 |08 33 43.4867|+04 45 25.255|G5III       | 5.89|
|HIP 40875 |08 20 25.9972|+57 44 35.681|F4V         | 5.89|
|HIP 69493 |14 13 40.6690|-00 50 42.448|F7Vw        | 5.89|
|HIP 93574 |19 03 29.6829|-68 45 19.918|F8V         | 5.89|
|HIP 44283 |09 01 08.4875|-68 41 02.106|M1III       | 5.89|
|HIP 56287 |11 32 19.9964|-66 57 42.606|K1IIICN...  | 5.89|
|HIP 41081 |08 22 55.1798|-52 07 25.597|A0V         | 5.89|
|HIP 114745|23 14 37.0166|+74 13 52.518|A0V         | 5.89|
|HIP 24162 |05 11 19.1292|-02 29 26.829|F5V         | 5.89|
|HIP 65241 |13 22 09.7297|+05 09 17.463|A2m         | 5.89|
|HIP 58103 |11 55 00.0228|-63 16 45.044|A3Ib        | 5.89|
|HIP 116918|23 41 56.7061|+07 15 02.325|A3Vn        | 5.89|
|HIP 41676 |08 29 46.2940|+67 17 50.693|G8III       | 5.89|
|HIP 14502 |03 07 19.0169|+64 03 27.366|B9V         | 5.89|
|HIP 28271 |05 58 24.4392|+01 50 13.659|A5me del Del| 5.89|
|HIP 75565 |15 26 14.5283|-68 18 33.082|K0III       | 5.89|
|HIP 9307  |01 59 35.5952|+21 03 30.977|K0III-IV    | 5.89|
|HIP 81710 |16 41 23.1304|-68 17 45.940|B7IV        | 5.89|
|HIP 62931 |12 53 48.9235|-60 22 34.465|B5Ia        | 5.89|
|HIP 19284 |04 07 59.4114|+17 20 23.716|K5III       | 5.89|
|HIP 52043 |10 38 02.6618|-57 15 22.719|B3IV        | 5.89|
|HIP 2903  |00 36 47.3118|+15 13 54.336|B2.5IV      | 5.89|
|HIP 37031 |07 36 34.7701|+05 51 43.575|G0V         | 5.89|
|HIP 58720 |12 02 37.7567|-69 11 32.176|B9V         | 5.89|
|HIP 54537 |11 09 38.5543|+43 12 27.906|M2III       | 5.89|
|HIP 58858 |12 04 16.5760|+21 27 32.988|F0IV-V      | 5.89|
|HIP 80212 |16 22 29.0739|-43 54 43.285|G2Ib        | 5.89|
|HIP 28139 |05 56 49.3875|+11 31 16.305|K2III       | 5.89|
|HIP 96016 |19 31 21.6142|+26 37 01.596|K0III-IV    | 5.89|
|HIP 97229 |19 45 39.9158|+07 36 47.368|A3IV        | 5.89|
|HIP 11381 |02 26 35.1641|-20 02 34.309|K2III       | 5.89|
|HIP 86248 |17 37 27.3118|-50 03 34.145|K0III-IV    | 5.89|
|HIP 63033 |12 54 58.7063|-44 09 05.063|G2IV        | 5.89|
|HIP 43121 |08 46 56.0570|+12 06 36.275|A1V         | 5.89|
|HIP 50860 |10 23 06.3377|+33 54 29.358|A6V         | 5.89|
|HIP 13121 |02 48 45.8693|+25 11 17.064|A0V         | 5.89|
|HIP 9001  |01 55 54.4737|+37 16 40.083|K5III       | 5.89|
|HIP 1630  |00 20 24.3920|+30 56 08.215|B7V         | 5.89|
|HIP 96620 |19 38 41.1477|+54 58 24.222|F6Vasv      | 5.89|
|HIP 92312 |18 48 53.3764|+19 19 43.577|A1V         | 5.89|
|HIP 88469 |18 03 52.4445|-24 21 38.613|O6          | 5.89|
|HIP 37752 |07 44 34.1993|-37 56 34.640|B8V         | 5.89|
|HIP 96234 |19 34 08.4822|-40 02 04.679|A5IV-III    | 5.89|
|HIP 44307 |09 01 24.1292|+32 15 08.261|A2V         | 5.89|
|HIP 77442 |15 48 34.4163|+28 09 24.397|C0,0 (F8pe) | 5.89|
|HIP 13949 |02 59 39.8680|+41 01 58.992|K2          | 5.89|
|HIP 101843|20 38 18.6050|-81 17 20.292|K5III       | 5.89|
|HIP 11548 |02 28 48.5387|+29 55 53.702|G0V         | 5.89|
|HIP 72432 |14 48 38.0572|-36 38 04.506|M5III       | 5.89|
|HIP 84500 |17 16 31.7184|+01 12 38.102|B5Vnn       | 5.89|
|HIP 79357 |16 11 47.6047|+42 22 28.232|K4II+...    | 5.89|
|HIP 67605 |13 51 09.2086|+34 39 52.308|M2III       | 5.89|
|HIP 92117 |18 46 28.5827|-00 57 41.902|A2m         | 5.89|
|HIP 112833|22 51 02.9374|+85 22 24.460|K5          | 5.89|
|HIP 105269|21 19 22.1804|+38 14 14.934|F2Ib        | 5.89|
|HIP 93104 |18 58 01.9019|+38 15 58.258|B7IV        | 5.89|
|HIP 9353  |02 00 09.0247|+03 05 51.487|G2IV        | 5.89|
|HIP 101084|20 29 27.1060|+56 04 05.444|B9Vn        | 5.89|
|HIP 103460|20 57 40.6136|-16 01 53.557|A2/A3III    | 5.89|
|HIP 3170  |00 40 24.6560|-59 27 20.452|G1V         | 5.89|
|HIP 116853|23 41 08.8711|-11 40 50.385|K0III       | 5.89|
|HIP 330   |00 04 13.6637|+62 17 15.593|A1III       | 5.90|
|HIP 47544 |09 41 35.1054|+31 16 40.226|K6III       | 5.90|
|HIP 74386 |15 12 04.2725|+18 58 33.613|M4III       | 5.90|
|HIP 73087 |14 56 13.2380|+14 26 46.557|A0V         | 5.90|
|HIP 24294 |05 12 48.1162|-06 03 25.610|G7III       | 5.90|
|HIP 33372 |06 56 25.8427|+09 57 23.759|B8Vn        | 5.90|
|HIP 7359  |01 34 49.0474|+18 27 38.421|M2III       | 5.90|
|HIP 75696 |15 27 51.4432|+60 40 12.808|K5III       | 5.90|
|HIP 3193  |00 40 42.3812|-04 21 06.500|K0III       | 5.90|
|HIP 34982 |07 14 15.5226|-09 56 51.142|K3III       | 5.90|
|HIP 48519 |09 53 42.9269|+05 57 30.849|M2III       | 5.90|
|HIP 11102 |02 22 54.6544|-51 05 32.241|A5V         | 5.90|
|HIP 55249 |11 18 54.9815|+01 39 01.911|K0III:      | 5.90|
|HIP 27973 |05 54 59.0204|+31 42 06.958|A5IV        | 5.90|
|HIP 114407|23 10 09.7189|-40 35 29.170|M4III       | 5.90|
|HIP 42614 |08 41 05.3243|-48 55 21.680|B1.5V       | 5.90|
|HIP 35476 |07 19 22.3721|+02 44 26.591|G9III       | 5.90|
|HIP 71571 |14 38 14.0052|+18 17 54.730|K2III:      | 5.90|
|HIP 46460 |09 28 30.5978|-66 42 07.159|A0V         | 5.90|
|HIP 85409 |17 27 12.4607|-50 37 49.316|B9II        | 5.90|
|HIP 98526 |20 00 58.9711|+08 33 27.968|K5III       | 5.90|
|HIP 53530 |10 57 07.8819|-50 45 54.177|A7Vni       | 5.90|
|HIP 72296 |14 47 05.0586|-38 17 25.576|K3III       | 5.90|
|HIP 64515 |13 13 23.3826|-50 41 59.229|B9V         | 5.90|
|HIP 28823 |06 05 03.4202|+42 58 55.148|F3V         | 5.90|
|HIP 20873 |04 28 23.3367|+14 44 27.694|F0IV        | 5.90|
|HIP 7321  |01 34 16.5972|+37 14 13.911|B9IV        | 5.90|
|HIP 101067|20 29 20.3886|+36 27 17.038|A1Ib        | 5.90|
|HIP 19076 |04 05 20.1495|+22 00 33.197|G5V         | 5.90|
|HIP 39251 |08 01 37.5279|-37 17 01.435|A3IV        | 5.90|
|HIP 43894 |08 56 30.5782|+40 12 05.642|F3III       | 5.90|
|HIP 36640 |07 32 05.8172|-08 52 51.307|F5V         | 5.90|
|HIP 36143 |07 26 42.4715|-34 08 26.549|B4V         | 5.90|
|HIP 3456  |00 44 11.9154|-38 25 19.124|K1III       | 5.90|
|HIP 51556 |10 31 51.3639|+32 22 46.335|A0IV        | 5.90|
|HIP 28343 |05 59 21.7838|+49 55 28.366|G5III       | 5.90|
|HIP 90485 |18 27 49.4843|-29 49 00.848|F8V         | 5.90|
|HIP 37995 |07 47 12.5584|-22 31 10.327|B1/B2V      | 5.90|
|HIP 68092 |13 56 27.8934|+01 03 01.974|A8V         | 5.90|
|HIP 97122 |19 44 18.4016|+69 20 13.627|A2III       | 5.90|
|HIP 3834  |00 49 13.8984|-24 08 11.497|K0III       | 5.90|
|HIP 78877 |16 06 06.3842|-23 36 22.480|B8V         | 5.90|
|HIP 60030 |12 18 40.2980|-00 47 13.721|A5Vn        | 5.90|
|HIP 57606 |11 48 38.7706|+14 17 03.110|F0V         | 5.90|
|HIP 66903 |13 42 39.3840|+78 03 51.573|G7III:      | 5.91|
|HIP 104105|21 05 29.2107|+78 07 34.760|B8Vn        | 5.91|
|HIP 72438 |14 48 44.5612|-66 35 36.730|B2.5V       | 5.91|
|HIP 92133 |18 46 43.0782|+52 59 16.692|B2.5V       | 5.91|
|HIP 116323|23 34 08.9545|-01 14 51.126|A2m         | 5.91|
|HIP 66454 |13 37 23.4974|-46 25 40.225|B8V         | 5.91|
|HIP 46482 |09 28 47.1864|-62 16 23.532|K1III       | 5.91|
|HIP 42452 |08 39 17.6512|+52 42 42.117|K1III:      | 5.91|
|HIP 14109 |03 01 54.1504|+26 27 44.431|A3m         | 5.91|
|HIP 99531 |20 12 00.6986|+26 28 43.792|B7Ve...     | 5.91|
|HIP 35509 |07 19 47.6096|+07 08 35.129|F8V         | 5.91|
|HIP 23408 |05 01 50.3502|+00 43 19.801|K0          | 5.91|
|HIP 53423 |10 55 42.3370|+00 44 12.950|F2III       | 5.91|
|HIP 53257 |10 53 31.3799|+69 51 14.562|G9IV        | 5.91|
|HIP 17595 |03 46 09.3639|+06 48 13.159|G9III       | 5.91|
|HIP 87491 |17 52 35.4632|+01 18 18.179|K5III       | 5.91|
|HIP 17805 |03 48 38.9163|+00 13 40.336|K3III       | 5.91|
|HIP 8404  |01 48 26.0238|+03 41 07.453|G9III       | 5.91|
|HIP 72773 |14 52 35.2703|-63 48 35.343|F8II + A/F  | 5.91|
|HIP 73350 |14 59 23.1147|+04 34 03.982|M1III       | 5.91|
|HIP 16518 |03 32 40.0217|+35 27 42.193|B1V         | 5.91|
|HIP 29678 |06 15 08.4574|+13 51 03.861|B1V         | 5.91|
|HIP 64580 |13 14 12.1497|-58 41 02.070|K0/K1III    | 5.91|
|HIP 59517 |12 12 21.9865|-62 57 02.783|B9Ia        | 5.91|
|HIP 94556 |19 14 39.5217|-45 11 36.351|G8III       | 5.91|
|HIP 79596 |16 14 22.3712|-33 00 39.752|K0III       | 5.91|
|HIP 82350 |16 49 34.6742|+13 15 40.319|A1V         | 5.91|
|HIP 60308 |12 21 57.4386|-56 22 27.781|K4III + (F) | 5.91|
|HIP 42172 |08 35 51.0538|+06 37 13.937|F8V         | 5.91|
|HIP 97598 |19 50 14.0523|-47 33 26.497|M1III       | 5.91|
|HIP 64466 |13 12 48.7663|-66 13 36.358|A0V(n)      | 5.91|
|HIP 67782 |13 53 10.3629|+28 38 53.024|A7V         | 5.91|
|HIP 20417 |04 22 22.7311|+20 49 17.106|M0III       | 5.91|
|HIP 34798 |07 12 12.2183|-25 56 33.394|B2IV/V      | 5.91|
|HIP 64226 |13 09 47.8875|+16 50 55.136|K5III       | 5.91|
|HIP 62861 |12 53 04.2641|-54 57 08.943|K3III       | 5.91|
|HIP 101870|20 38 34.9884|+23 40 49.826|K0II-III+.. | 5.91|
|HIP 97774 |19 52 07.1715|+47 55 54.547|B2III       | 5.91|
|HIP 93179 |18 58 46.9235|+13 54 24.382|F0spe...    | 5.91|
|HIP 78747 |16 04 36.9111|-37 51 45.606|F3V         | 5.91|
|HIP 82672 |16 54 00.4044|-57 54 33.153|M0III       | 5.91|
|HIP 33421 |06 57 00.5366|+33 40 51.731|G5III       | 5.91|
|HIP 50103 |10 13 45.9802|-40 20 45.875|K1III       | 5.91|
|HIP 15514 |03 19 55.8129|+27 04 16.706|G8IV        | 5.91|
|HIP 51610 |10 32 33.6206|-44 37 06.421|G6/G8III    | 5.91|
|HIP 102358|20 44 22.0409|+56 29 18.271|M3III       | 5.91|
|HIP 20380 |04 21 51.8213|+56 30 22.681|A3V         | 5.91|
|HIP 17618 |03 46 27.4237|-29 20 17.398|A2V         | 5.91|
|HIP 95456 |19 25 04.0510|-29 18 33.152|K3III       | 5.91|
|HIP 71115 |14 32 32.6220|+22 15 35.859|F2IV        | 5.91|
|HIP 102487|20 46 09.9737|-21 30 50.368|A1V         | 5.91|
|HIP 12181 |02 36 57.0791|+38 44 02.338|F5V         | 5.91|
|HIP 10440 |02 14 31.9617|-41 10 00.124|G9III       | 5.91|
|HIP 83491 |17 03 50.8742|-38 09 08.955|F3V         | 5.91|
|HIP 11867 |02 33 07.0389|-34 38 59.724|K0/K1III    | 5.91|
|HIP 84709 |17 18 56.3602|-34 59 22.458|K4V         | 5.91|
|HIP 85048 |17 22 54.7345|-37 13 14.495|K1III       | 5.91|
|HIP 49812 |10 10 07.5577|-08 24 29.388|A1V         | 5.91|
|HIP 114430|23 10 27.3636|+43 32 41.052|F5IV        | 5.91|
|HIP 64246 |13 10 03.2687|+38 29 55.940|A9III-IV    | 5.91|
|HIP 113174|22 55 02.5839|+37 04 36.497|F5II        | 5.91|
|HIP 21452 |04 36 24.2325|+64 15 41.832|A1V         | 5.91|
|HIP 46734 |09 31 32.1927|-31 52 18.592|A9IV        | 5.91|
|HIP 100017|20 17 30.6325|+66 51 10.677|G3V         | 5.91|
|HIP 95038 |19 20 16.0041|+57 38 42.423|M1III       | 5.91|
|HIP 92931 |18 56 00.6728|-23 10 25.385|B6III       | 5.91|
|HIP 39995 |08 10 03.7997|+58 14 54.322|K4III:      | 5.91|
|HIP 62103 |12 43 38.0221|-01 34 36.533|G8IIIp      | 5.91|
|HIP 83478 |17 03 39.3148|+13 36 19.544|A1V         | 5.91|
|HIP 112778|22 50 21.7684|+41 57 12.252|B3IV:var    | 5.91|
|HIP 53449 |10 56 01.4830|+06 11 07.383|M5IIIvar    | 5.91|
|HIP 73507 |15 01 27.1093|+60 12 15.927|A4V         | 5.91|
|HIP 6564  |01 24 20.4849|-06 54 52.807|F4V         | 5.92|
|HIP 26108 |05 34 04.0556|-01 28 12.737|K5III       | 5.92|
|HIP 41080 |08 22 54.1012|-07 32 35.289|M1III       | 5.92|
|HIP 52863 |10 48 40.5668|-01 57 32.094|M2III       | 5.92|
|HIP 67292 |13 47 27.5848|-50 14 57.557|A3m...      | 5.92|
|HIP 73415 |15 00 11.3380|-77 09 37.891|G8II        | 5.92|
|HIP 42001 |08 33 38.4468|-38 50 55.798|B5III       | 5.92|
|HIP 81729 |16 41 36.6984|+26 55 01.162|F2III       | 5.92|
|HIP 108195|21 55 11.3391|-61 53 10.998|F1III       | 5.92|
|HIP 62561 |12 49 06.7912|+83 25 04.060|A0V         | 5.92|
|HIP 43589 |08 52 38.6171|-48 21 32.753|B3Vn        | 5.92|
|HIP 3760  |00 48 17.3445|+07 17 59.711|G8III       | 5.92|
|HIP 6631  |01 25 05.2755|-64 22 09.971|M0III       | 5.92|
|HIP 112067|22 41 57.3987|+14 30 59.200|K0III:      | 5.92|
|HIP 46897 |09 33 26.0957|-22 51 50.464|B9.5V       | 5.92|
|HIP 37364 |07 40 13.5313|-19 39 39.205|K0III       | 5.92|
|HIP 114921|23 16 39.7882|-44 29 20.910|K1III       | 5.92|
|HIP 27965 |05 54 56.6866|+19 44 58.647|B2V         | 5.92|
|HIP 68333 |13 59 17.4567|-50 22 10.582|G8/K0III    | 5.92|
|HIP 14913 |03 12 25.6790|-44 25 10.754|F3V+...     | 5.92|
|HIP 25471 |05 26 48.8033|+34 23 30.580|A1p         | 5.92|
|HIP 40881 |08 20 32.1493|+24 01 20.485|B9.5V       | 5.92|
|HIP 45270 |09 13 34.4753|-47 20 18.384|B9V         | 5.92|
|HIP 110532|22 23 32.1550|-07 11 39.995|G6V         | 5.92|
|HIP 80991 |16 32 25.6554|+60 49 24.049|A2V         | 5.92|
|HIP 23446 |05 02 22.8091|-31 46 17.545|K2III       | 5.92|
|HIP 13225 |02 50 14.7469|-35 50 37.269|K0III       | 5.92|
|HIP 67210 |13 46 19.0985|+38 30 13.162|G9III       | 5.92|
|HIP 31037 |06 30 46.2933|-27 46 10.521|B3IV/V      | 5.92|
|HIP 103360|20 56 25.8877|+49 11 44.990|G8II-III    | 5.92|
|HIP 32366 |06 45 23.0803|-31 47 34.518|F7V         | 5.92|
|HIP 64390 |13 11 51.3815|-69 56 31.271|F3IV/V      | 5.92|
|HIP 7016  |01 30 22.8768|-26 12 28.277|K2III       | 5.92|
|HIP 4962  |01 03 37.0076|+61 04 29.387|F0II        | 5.92|
|HIP 66878 |13 42 22.9438|+82 45 09.039|G9III       | 5.92|
|HIP 14844 |03 11 42.8526|+81 28 14.563|A7III-IV    | 5.92|
|HIP 66247 |13 34 40.4785|-13 12 51.501|A0V         | 5.92|
|HIP 32463 |06 46 32.4188|+08 35 13.809|B2.5V       | 5.92|
|HIP 30986 |06 30 11.2804|-10 04 53.421|K0          | 5.92|
|HIP 42265 |08 37 05.7863|+09 39 20.147|A3V         | 5.92|
|HIP 104968|21 15 42.3917|+77 00 44.138|K5III       | 5.92|
|HIP 8588  |01 50 52.0140|+11 02 36.405|F2Vw        | 5.92|
|HIP 98383 |19 59 20.4150|+45 46 21.294|A5III       | 5.92|
|HIP 55874 |11 27 09.5753|-12 21 24.506|F4III-IV    | 5.93|
|HIP 79137 |16 09 11.0633|+06 22 49.836|K1+...      | 5.93|
|HIP 94311 |19 11 46.0111|+31 17 00.469|B9p Si      | 5.93|
|HIP 117541|23 50 14.6482|-09 58 27.577|K0IV        | 5.93|
|HIP 87074 |17 47 36.7926|-14 43 32.812|B9V         | 5.93|
|HIP 27249 |05 46 30.3695|+56 06 56.586|A4Vn        | 5.93|
|HIP 71759 |14 40 42.3604|+13 32 03.700|F0V         | 5.93|
|HIP 31448 |06 35 17.5965|+09 59 18.075|K4III       | 5.93|
|HIP 45461 |09 15 52.7499|+72 56 47.264|F0III       | 5.93|
|HIP 50885 |10 23 26.5081|-04 04 26.562|B9p Si(CrSr)| 5.93|
|HIP 2611  |00 33 10.3235|+54 53 42.290|K0III       | 5.93|
|HIP 117761|23 52 55.5201|-03 09 19.361|G9III       | 5.93|
|HIP 63688 |13 03 05.3604|-71 28 32.604|B1.5IIIne   | 5.93|
|HIP 103836|21 02 27.0523|-38 31 50.010|K2III       | 5.93|
|HIP 53394 |10 55 17.2630|-60 31 01.950|K0III       | 5.93|
|HIP 34017 |07 03 30.3544|+29 20 20.736|G4V         | 5.93|
|HIP 78542 |16 02 05.5566|+52 54 57.622|K5III       | 5.93|
|HIP 25790 |05 30 26.1733|+15 21 37.954|A3Vn        | 5.93|
|HIP 27737 |05 52 20.1821|-57 09 21.600|F7IV        | 5.93|
|HIP 76424 |15 36 29.1956|+16 07 08.754|F3V         | 5.93|
|HIP 49164 |10 02 00.1050|-60 25 15.239|A9IV        | 5.93|
|HIP 5594  |01 11 43.5426|-02 15 03.690|K4III       | 5.93|
|HIP 14036 |03 00 44.0932|+10 52 13.699|K6          | 5.93|
|HIP 50993 |10 24 59.5008|-58 34 34.743|F2III       | 5.93|
|HIP 84731 |17 19 12.5109|-59 41 40.529|K2IIICN...  | 5.93|
|HIP 18723 |04 00 40.6235|-30 29 26.555|A1V         | 5.93|
|HIP 37428 |07 40 58.5229|+23 01 06.810|K5          | 5.93|
|HIP 85520 |17 28 38.9116|-55 10 10.794|G8II/III    | 5.93|
|HIP 29196 |06 09 32.4416|+22 11 24.987|K4III       | 5.93|
|HIP 68670 |14 03 26.5750|-56 12 48.173|K2III       | 5.93|
|HIP 35304 |07 17 33.7203|+52 07 52.013|K1III:      | 5.93|
|HIP 93624 |19 03 57.5217|-51 01 05.681|K0/K1III    | 5.93|
|HIP 13479 |02 53 35.2689|-22 22 34.041|G8/K0III    | 5.93|
|HIP 18199 |03 53 33.3038|-46 53 36.919|K3III       | 5.93|
|HIP 91347 |18 37 54.4277|-21 23 51.234|A5IV        | 5.93|
|HIP 28790 |06 04 40.1670|-45 04 46.379|F4V         | 5.93|
|HIP 112041|22 41 35.9420|+41 32 56.320|G9III       | 5.93|
|HIP 77086 |15 44 22.6881|-41 49 08.466|A0V + B     | 5.93|
|HIP 105811|21 25 47.0202|+36 40 02.668|B0Ib        | 5.93|
|HIP 93763 |19 05 41.1794|-15 39 37.416|B8IIIsp...  | 5.93|
|HIP 24019 |05 09 45.0554|+28 01 50.190|A5m         | 5.93|
|HIP 15357 |03 18 02.4920|-28 47 49.330|F3V+...     | 5.93|
|HIP 37046 |07 36 47.0468|+55 45 18.557|K2III       | 5.93|
|HIP 37140 |07 37 53.8787|+48 46 26.081|A5m         | 5.93|
|HIP 58158 |11 55 40.1291|-28 28 37.333|K4III       | 5.93|
|HIP 37949 |07 46 40.0391|+65 27 20.271|K2III:      | 5.93|
|HIP 69995 |14 19 23.9149|-37 00 10.104|A1V         | 5.93|
|HIP 81523 |16 39 05.2352|-37 13 02.148|B9.5V+...   | 5.93|
|HIP 13473 |02 53 34.3532|-38 26 13.513|F5V         | 5.93|
|HIP 26762 |05 41 05.5884|+00 20 15.670|F0IV        | 5.93|
|HIP 90844 |18 31 56.9886|-01 00 10.678|A4III       | 5.93|
|HIP 96977 |19 42 44.6046|+32 25 36.280|A5III       | 5.93|
|HIP 92398 |18 49 45.9127|+32 48 46.199|B3IV        | 5.93|
|HIP 636   |00 07 46.8557|-22 30 30.512|A1V         | 5.93|
|HIP 112241|22 44 05.2122|+39 27 55.502|K5III+...   | 5.93|
|HIP 15004 |03 13 23.8583|+48 10 37.196|G9III       | 5.93|
|HIP 63165 |12 56 31.7201|-72 11 06.657|G8III       | 5.93|
|HIP 79120 |16 08 58.9007|+03 27 16.003|K5III       | 5.93|
|HIP 16029 |03 26 22.5197|-27 19 03.393|K0III       | 5.93|
|HIP 83896 |17 08 47.5457|-30 24 12.847|Fm          | 5.93|
|HIP 109577|22 11 51.3328|+16 02 26.148|K1III       | 5.93|
|HIP 79953 |16 19 11.2325|+49 02 17.081|K6III       | 5.93|
|HIP 16358 |03 30 45.3951|+06 11 19.478|G8III       | 5.93|
|HIP 103956|21 03 47.5848|+53 17 08.961|K0III       | 5.93|
|HIP 87813 |17 56 19.0413|-15 48 44.499|A0V         | 5.93|
|HIP 82902 |16 56 28.8020|-52 17 01.116|A0III       | 5.94|
|HIP 111925|22 40 18.4009|+53 50 45.500|B8V         | 5.94|
|HIP 86266 |17 37 36.2043|-15 34 15.732|F0IV        | 5.94|
|HIP 21247 |04 33 30.6216|+72 31 43.772|A8m         | 5.94|
|HIP 113686|23 01 31.7020|-04 42 41.327|K0          | 5.94|
|HIP 45661 |09 18 25.9439|+35 21 50.853|A8V         | 5.94|
|HIP 8593  |01 50 54.4787|-50 12 22.058|A1V         | 5.94|
|HIP 56727 |11 37 48.5072|-67 37 13.273|K0III       | 5.94|
|HIP 31676 |06 37 41.6402|+61 28 54.841|G8IV-V      | 5.94|
|HIP 10234 |02 11 35.8416|-01 49 31.255|G9III:      | 5.94|
|HIP 104101|21 05 26.7889|+05 57 30.559|F8V         | 5.94|
|HIP 13367 |02 51 58.7484|+68 53 18.661|F5:Ib-II    | 5.94|
|HIP 32938 |06 51 42.4498|-36 13 48.454|A3V         | 5.94|
|HIP 108849|22 03 03.7422|-76 07 05.759|F3III       | 5.94|
|HIP 34817 |07 12 25.8301|-36 32 39.838|B4V         | 5.94|
|HIP 7643  |01 38 27.4941|-36 31 40.632|K0III       | 5.94|
|HIP 70384 |14 24 00.8802|+08 14 38.416|A3V         | 5.94|
|HIP 41117 |08 23 21.8716|+18 19 56.208|A9V         | 5.94|
|HIP 38167 |07 49 14.6534|-35 14 35.909|B9V         | 5.94|
|HIP 41578 |08 28 37.3477|+14 12 39.075|A5V         | 5.94|
|HIP 19376 |04 09 01.5607|+13 23 53.874|B9.5V       | 5.94|
|HIP 1096  |00 13 42.2204|-26 01 19.754|K5III       | 5.94|
|HIP 84105 |17 11 38.6749|-48 52 24.198|M1/M2III    | 5.94|
|HIP 60157 |12 20 10.8345|-22 10 32.256|K0III+...   | 5.94|
|HIP 87390 |17 51 32.5731|-40 46 20.380|M2III       | 5.94|
|HIP 3521  |00 44 57.1237|-42 40 34.770|A7V         | 5.94|
|HIP 36156 |07 26 56.3290|+20 15 27.295|F2Vn        | 5.94|
|HIP 34358 |07 07 22.4113|+34 00 33.702|K4III       | 5.94|
|HIP 56318 |11 32 47.5411|-07 49 39.088|K4III       | 5.94|
|HIP 2377  |00 30 19.9137|+59 58 39.230|B9IIIn      | 5.94|
|HIP 77272 |15 46 34.8824|+55 28 28.569|K3III       | 5.94|
|HIP 8423  |01 48 38.8419|+37 57 10.569|K0III       | 5.94|
|HIP 88694 |18 06 23.6432|-36 01 11.309|G3V         | 5.94|
|HIP 107374|21 44 53.2834|+62 27 38.067|O9II        | 5.94|
|HIP 25291 |05 24 38.5266|+31 08 35.387|B9III       | 5.94|
|HIP 85382 |17 26 46.1653|+34 41 44.509|A0V         | 5.94|
|HIP 2787  |00 35 32.7498|-00 30 19.653|F5IV        | 5.94|
|HIP 56148 |11 30 31.1707|+43 10 22.956|F4V         | 5.94|
